Volume,Abs
0.611466,-0.020818
0.61222,-0.020661
0.612973,-0.020162
0.613727,-0.020031
0.61448,-0.020442
0.615234,-0.020464
0.615987,-0.020098
0.616741,-0.020193
0.617494,-0.020584
0.618248,-0.021162
0.619001,-0.020779
0.619755,-0.020409
0.620508,-0.020775
0.621262,-0.020746
0.622015,-0.02052
0.622769,-0.020291
0.623522,-0.020483
0.624276,-0.020953
0.625029,-0.021134
0.625783,-0.021292
0.626536,-0.021664
0.62729,-0.021384
0.628043,-0.021591
0.628797,-0.022037
0.62955,-0.022335
0.630304,-0.023099
0.631057,-0.02367
0.631811,-0.023768
0.632564,-0.023682
0.633318,-0.023382
0.634071,-0.022677
0.634825,-0.02231
0.635578,-0.022715
0.636332,-0.022845
0.637085,-0.023575
0.637839,-0.023787
0.638592,-0.023964
0.639346,-0.023656
0.640099,-0.023147
0.640853,-0.023033
0.641606,-0.022953
0.64236,-0.022611
0.643113,-0.02359
0.643867,-0.023558
0.64462,-0.02341
0.645374,-0.023234
0.646127,-0.023105
0.646881,-0.022667
0.647634,-0.022356
0.648388,-0.022465
0.649141,-0.022655
0.649895,-0.022658
0.650648,-0.02276
0.651402,-0.022325
0.652155,-0.022502
0.652909,-0.022763
0.653662,-0.022221
0.654416,-0.021672
0.655169,-0.022032
0.655923,-0.022193
0.656676,-0.022168
0.65743,-0.022654
0.658183,-0.022873
0.658937,-0.022348
0.65969,-0.021921
0.660444,-0.02185
0.661197,-0.021615
0.661951,-0.021429
0.662704,-0.021498
0.663458,-0.021693
0.664212,-0.021624
0.664965,-0.021519
0.665718,-0.022027
0.666472,-0.021581
0.667225,-0.021637
0.667979,-0.021237
0.668733,-0.021662
0.669486,-0.022118
0.670239,-0.021987
0.670993,-0.021749
0.671746,-0.021509
0.6725,-0.020711
0.673254,-0.020667
0.674007,-0.020755
0.674761,-0.021528
0.675514,-0.022234
0.676268,-0.02255
0.677021,-0.022379
0.677775,-0.022465
0.678528,-0.02245
0.679282,-0.022296
0.680035,-0.022576
0.680789,-0.022965
0.681542,-0.02313
0.682296,-0.023604
0.683049,-0.023437
0.683803,-0.023381
0.684556,-0.022247
0.68531,-0.021768
0.686063,-0.021425
0.686817,-0.021257
0.68757,-0.021269
0.688324,-0.021236
0.689077,-0.02183
0.689831,-0.022224
0.690584,-0.0225
0.691338,-0.022663
0.692091,-0.021993
0.692845,-0.022045
0.693598,-0.022011
0.694352,-0.022046
0.695105,-0.022154
0.695859,-0.02234
0.696612,-0.022635
0.697366,-0.022242
0.698119,-0.022532
0.698873,-0.02242
0.699626,-0.021691
0.70038,-0.021893
0.701133,-0.022382
0.701887,-0.022657
0.70264,-0.023055
0.703394,-0.023506
0.704147,-0.023626
0.704901,-0.023532
0.705654,-0.023634
0.706408,-0.024
0.707161,-0.023613
0.707915,-0.022705
0.708668,-0.022055
0.709422,-0.021444
0.710175,-0.02095
0.710929,-0.020706
0.711682,-0.020643
0.712436,-0.020565
0.713189,-0.020375
0.713943,-0.020109
0.714696,-0.019192
0.71545,-0.019269
0.716203,-0.019268
0.716957,-0.018535
0.71771,-0.017849
